"No."  ,"Time"           ,"Source"        ,"Destination"   ,"Protocol","Length","Info"
"1771" ,"02:24:05.083556","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=180261 Win=65535 Len=0"
"1772" ,"02:24:05.083558","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=180461 Win=65535 Len=0"
"1773" ,"02:24:05.119042","10.140.212.198","10.224.168.94" ,"TCP"     ,"473"   ,"52522  >  3478 [PSH, ACK] Seq=180345 Ack=899 Win=65535 Len=419 [TCP segment of a reassembled PDU]"
"1774" ,"02:24:05.119150","10.140.212.198","10.224.168.94" ,"TCP"     ,"1189"  ,"52522  >  3478 [PSH, ACK] Seq=180764 Ack=899 Win=65535 Len=1135 [TCP segment of a reassembled PDU]"
"1775" ,"02:24:05.119151","10.140.212.198","10.224.168.94" ,"TCP"     ,"946"   ,"52522  >  3478 [PSH, ACK] Seq=181899 Ack=899 Win=65535 Len=892 [TCP segment of a reassembled PDU]"
"1776" ,"02:24:05.119187","10.140.212.198","10.224.168.94" ,"TCP"     ,"114"   ,"52522  >  3478 [PSH, ACK] Seq=182791 Ack=899 Win=65535 Len=60 [TCP segment of a reassembled PDU]"
"1777" ,"02:24:05.120479","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=899 Ack=180764 Win=65134 Len=0"
"1778" ,"02:24:05.120486","10.224.168.94" ,"10.140.212.198","TCP"     ,"140"   ,"3478  >  52522 [PSH, ACK] Seq=899 Ack=181899 Win=65134 Len=86 [TCP segment of a reassembled PDU]"
"1779" ,"02:24:05.120651","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52522  >  3478 [ACK] Seq=182851 Ack=985 Win=65535 Len=0"
"1780" ,"02:24:05.120764","10.224.168.94" ,"10.140.212.198","TCP"     ,"473"   ,"3478  >  52519 [PSH, ACK] Seq=180461 Ack=609 Win=29200 Len=419 [TCP segment of a reassembled PDU]"
"1781" ,"02:24:05.120848","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=180880 Win=65535 Len=0"
"1782" ,"02:24:05.120952","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=182851 Win=65134 Len=0"
"1783" ,"02:24:05.121595","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=180880 Ack=609 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"1784" ,"02:24:05.122109","10.224.168.94" ,"10.140.212.198","TCP"     ,"681"   ,"3478  >  52519 [PSH, ACK] Seq=182340 Ack=609 Win=29200 Len=627 [TCP segment of a reassembled PDU]"
"1785" ,"02:24:05.122254","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=182967 Win=65535 Len=0"
"1786" ,"02:24:05.178247","10.140.212.198","10.224.168.94" ,"TCP"     ,"745"   ,"52522  >  3478 [PSH, ACK] Seq=182851 Ack=985 Win=65535 Len=691 [TCP segment of a reassembled PDU]"
"1787" ,"02:24:05.178305","10.140.212.198","10.224.168.94" ,"TCP"     ,"1017"  ,"52522  >  3478 [PSH, ACK] Seq=183542 Ack=985 Win=65535 Len=963 [TCP segment of a reassembled PDU]"
"1788" ,"02:24:05.178313","10.140.212.198","10.224.168.94" ,"TCP"     ,"1016"  ,"52522  >  3478 [PSH, ACK] Seq=184505 Ack=985 Win=65535 Len=962 [TCP segment of a reassembled PDU]"
"1789" ,"02:24:05.178325","10.140.212.198","10.224.168.94" ,"TCP"     ,"1130"  ,"52522  >  3478 [PSH, ACK] Seq=185467 Ack=985 Win=65535 Len=1076 [TCP segment of a reassembled PDU]"
"1790" ,"02:24:05.178353","10.140.212.198","10.224.168.94" ,"TCP"     ,"1130"  ,"52522  >  3478 [PSH, ACK] Seq=186543 Ack=985 Win=65535 Len=1076 [TCP segment of a reassembled PDU]"
"1791" ,"02:24:05.178372","10.140.212.198","10.224.168.94" ,"TCP"     ,"1129"  ,"52522  >  3478 [PSH, ACK] Seq=187619 Ack=985 Win=65535 Len=1075 [TCP segment of a reassembled PDU]"
"1792" ,"02:24:05.178424","10.140.212.198","10.224.168.94" ,"TCP"     ,"843"   ,"52522  >  3478 [PSH, ACK] Seq=188694 Ack=985 Win=65535 Len=789 [TCP segment of a reassembled PDU]"
"1793" ,"02:24:05.179631","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=184505 Win=65134 Len=0"
"1794" ,"02:24:05.179641","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=186543 Win=65134 Len=0"
"1795" ,"02:24:05.179911","10.224.168.94" ,"10.140.212.198","TCP"     ,"745"   ,"3478  >  52519 [PSH, ACK] Seq=182967 Ack=609 Win=29200 Len=691 [TCP segment of a reassembled PDU]"
"1796" ,"02:24:05.179914","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=188694 Win=65134 Len=0"
"1797" ,"02:24:05.179992","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=183658 Win=65535 Len=0"
"1798" ,"02:24:05.180316","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=183658 Ack=609 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"1799" ,"02:24:05.180743","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=185118 Ack=609 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"1800" ,"02:24:05.180746","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=186578 Ack=609 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"1801" ,"02:24:05.180794","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=186578 Win=65535 Len=0"
"1802" ,"02:24:05.180988","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=188038 Ack=609 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"1803" ,"02:24:05.181028","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=189498 Win=65535 Len=0"
"1804" ,"02:24:05.181513","10.224.168.94" ,"10.140.212.198","TCP"     ,"155"   ,"3478  >  52519 [PSH, ACK] Seq=189498 Ack=609 Win=29200 Len=101 [TCP segment of a reassembled PDU]"
"1805" ,"02:24:05.181557","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=189599 Win=65535 Len=0"
"1841" ,"02:24:05.218132","10.140.212.198","10.224.168.94" ,"TCP"     ,"1100"  ,"52522  >  3478 [PSH, ACK] Seq=189483 Ack=985 Win=65535 Len=1046 [TCP segment of a reassembled PDU]"
"1842" ,"02:24:05.218202","10.140.212.198","10.224.168.94" ,"TCP"     ,"776"   ,"52522  >  3478 [PSH, ACK] Seq=190529 Ack=985 Win=65535 Len=722 [TCP segment of a reassembled PDU]"
"1843" ,"02:24:05.219392","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=189483 Win=65134 Len=0"
"1844" ,"02:24:05.219397","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=191251 Win=65134 Len=0"
"1845" ,"02:24:05.219846","10.224.168.94" ,"10.140.212.198","STUN"    ,"1100"  ,"ChannelData TURN Message [TCP segment of a reassembled PDU]"
"1846" ,"02:24:05.219936","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=190645 Win=65535 Len=0"
"1847" ,"02:24:05.221186","10.224.168.94" ,"10.140.212.198","TCP"     ,"776"   ,"3478  >  52519 [PSH, ACK] Seq=190645 Ack=609 Win=29200 Len=722 [TCP segment of a reassembled PDU]"
"1848" ,"02:24:05.221314","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=191367 Win=65535 Len=0"
"1850" ,"02:24:05.262377","10.140.212.198","10.224.168.94" ,"TCP"     ,"540"   ,"52522  >  3478 [PSH, ACK] Seq=191251 Ack=985 Win=65535 Len=486 [TCP segment of a reassembled PDU]"
"1851" ,"02:24:05.262434","10.140.212.198","10.224.168.94" ,"TCP"     ,"797"   ,"52522  >  3478 [PSH, ACK] Seq=191737 Ack=985 Win=65535 Len=743 [TCP segment of a reassembled PDU]"
"1852" ,"02:24:05.262435","10.140.212.198","10.224.168.94" ,"TCP"     ,"797"   ,"52522  >  3478 [PSH, ACK] Seq=192480 Ack=985 Win=65535 Len=743 [TCP segment of a reassembled PDU]"
"1853" ,"02:24:05.262435","10.140.212.198","10.224.168.94" ,"TCP"     ,"1178"  ,"52522  >  3478 [PSH, ACK] Seq=193223 Ack=985 Win=65535 Len=1124 [TCP segment of a reassembled PDU]"
"1854" ,"02:24:05.262449","10.140.212.198","10.224.168.94" ,"TCP"     ,"117"   ,"52522  >  3478 [PSH, ACK] Seq=194347 Ack=985 Win=65535 Len=63 [TCP segment of a reassembled PDU]"
"1855" ,"02:24:05.263769","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=192480 Win=65134 Len=0"
"1856" ,"02:24:05.263945","10.224.168.94" ,"10.140.212.198","TCP"     ,"540"   ,"3478  >  52519 [PSH, ACK] Seq=191367 Ack=609 Win=29200 Len=486 [TCP segment of a reassembled PDU]"
"1857" ,"02:24:05.264013","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=191853 Win=65535 Len=0"
"1858" ,"02:24:05.264103","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=194347 Win=65134 Len=0"
"1859" ,"02:24:05.264105","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=194410 Win=65134 Len=0"
"1860" ,"02:24:05.264372","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=191853 Ack=609 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"1861" ,"02:24:05.265470","10.224.168.94" ,"10.140.212.198","TCP"     ,"1267"  ,"3478  >  52519 [PSH, ACK] Seq=193313 Ack=609 Win=29200 Len=1213 [TCP segment of a reassembled PDU]"
"1862" ,"02:24:05.265554","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=194526 Win=65535 Len=0"
"1873" ,"02:24:05.319467","10.140.212.198","10.224.168.94" ,"TCP"     ,"491"   ,"52522  >  3478 [PSH, ACK] Seq=194410 Ack=985 Win=65535 Len=437 [TCP segment of a reassembled PDU]"
"1874" ,"02:24:05.319592","10.140.212.198","10.224.168.94" ,"TCP"     ,"975"   ,"52522  >  3478 [PSH, ACK] Seq=194847 Ack=985 Win=65535 Len=921 [TCP segment of a reassembled PDU]"
"1875" ,"02:24:05.319594","10.140.212.198","10.224.168.94" ,"TCP"     ,"934"   ,"52522  >  3478 [PSH, ACK] Seq=195768 Ack=985 Win=65535 Len=880 [TCP segment of a reassembled PDU]"
"1876" ,"02:24:05.319629","10.140.212.198","10.224.168.94" ,"TCP"     ,"114"   ,"52522  >  3478 [PSH, ACK] Seq=196648 Ack=985 Win=65535 Len=60 [TCP segment of a reassembled PDU]"
"1877" ,"02:24:05.320938","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=194847 Win=65134 Len=0"
"1878" ,"02:24:05.320944","10.224.168.94" ,"10.140.212.198","TCP"     ,"491"   ,"3478  >  52519 [PSH, ACK] Seq=194526 Ack=609 Win=29200 Len=437 [TCP segment of a reassembled PDU]"
"1879" ,"02:24:05.321004","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=195768 Win=65134 Len=0"
"1880" ,"02:24:05.321127","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=194963 Win=65535 Len=0"
"1881" ,"02:24:05.321212","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=196708 Win=65134 Len=0"
"1882" ,"02:24:05.321393","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=194963 Ack=609 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"1883" ,"02:24:05.322410","10.224.168.94" ,"10.140.212.198","TCP"     ,"455"   ,"3478  >  52519 [PSH, ACK] Seq=196423 Ack=609 Win=29200 Len=401 [TCP segment of a reassembled PDU]"
"1884" ,"02:24:05.322486","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=196824 Win=65535 Len=0"
"1885" ,"02:24:05.359024","10.140.212.198","10.224.168.94" ,"TCP"     ,"657"   ,"52522  >  3478 [PSH, ACK] Seq=196708 Ack=985 Win=65535 Len=603 [TCP segment of a reassembled PDU]"
"1886" ,"02:24:05.359098","10.140.212.198","10.224.168.94" ,"TCP"     ,"744"   ,"52522  >  3478 [PSH, ACK] Seq=197311 Ack=985 Win=65535 Len=690 [TCP segment of a reassembled PDU]"
"1887" ,"02:24:05.359132","10.140.212.198","10.224.168.94" ,"TCP"     ,"744"   ,"52522  >  3478 [PSH, ACK] Seq=198001 Ack=985 Win=65535 Len=690 [TCP segment of a reassembled PDU]"
"1888" ,"02:24:05.359138","10.140.212.198","10.224.168.94" ,"TCP"     ,"711"   ,"52522  >  3478 [PSH, ACK] Seq=198691 Ack=985 Win=65535 Len=657 [TCP segment of a reassembled PDU]"
"1889" ,"02:24:05.359167","10.140.212.198","10.224.168.94" ,"TCP"     ,"710"   ,"52522  >  3478 [PSH, ACK] Seq=199348 Ack=985 Win=65535 Len=656 [TCP segment of a reassembled PDU]"
"1890" ,"02:24:05.359194","10.140.212.198","10.224.168.94" ,"TCP"     ,"113"   ,"52522  >  3478 [PSH, ACK] Seq=200004 Ack=985 Win=65535 Len=59 [TCP segment of a reassembled PDU]"
"1891" ,"02:24:05.360303","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=197311 Win=65134 Len=0"
"1892" ,"02:24:05.360395","10.224.168.94" ,"10.140.212.198","STUN"    ,"657"   ,"ChannelData TURN MessageChannelData TURN Message"
"1893" ,"02:24:05.360401","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=198001 Win=65134 Len=0"
"1894" ,"02:24:05.360517","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=609 Ack=197427 Win=65535 Len=0"
"1895" ,"02:24:05.360709","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=199348 Win=65134 Len=0"
"1896" ,"02:24:05.361023","10.140.212.198","10.224.168.94" ,"TCP"     ,"84"    ,"52519  >  3478 [PSH, ACK] Seq=609 Ack=197427 Win=65535 Len=30 [TCP segment of a reassembled PDU]"
"1897" ,"02:24:05.361110","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=200063 Win=65134 Len=0"
"1898" ,"02:24:05.361328","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=197427 Ack=609 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"1899" ,"02:24:05.361773","10.224.168.94" ,"10.140.212.198","TCP"     ,"1346"  ,"3478  >  52519 [PSH, ACK] Seq=198887 Ack=609 Win=29200 Len=1292 [TCP segment of a reassembled PDU]"
"1900" ,"02:24:05.361822","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=639 Ack=200179 Win=65535 Len=0"
"1901" ,"02:24:05.379613","10.140.212.198","10.224.168.94" ,"TCP"     ,"301"   ,"52522  >  3478 [PSH, ACK] Seq=200063 Ack=985 Win=65535 Len=247 [TCP segment of a reassembled PDU]"
"1902" ,"02:24:05.380909","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=985 Ack=200310 Win=65134 Len=0"
"1903" ,"02:24:05.380913","10.224.168.94" ,"10.140.212.198","TCP"     ,"140"   ,"3478  >  52522 [PSH, ACK] Seq=985 Ack=200310 Win=65134 Len=86 [TCP segment of a reassembled PDU]"
"1904" ,"02:24:05.381023","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52522  >  3478 [ACK] Seq=200310 Ack=1071 Win=65535 Len=0"
"1905" ,"02:24:05.381299","10.224.168.94" ,"10.140.212.198","TCP"     ,"301"   ,"3478  >  52519 [PSH, ACK] Seq=200179 Ack=639 Win=29200 Len=247 [TCP segment of a reassembled PDU]"
"1906" ,"02:24:05.381448","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=639 Ack=200426 Win=65535 Len=0"
"1909" ,"02:24:05.420234","10.140.212.198","10.224.168.94" ,"TCP"     ,"665"   ,"52522  >  3478 [PSH, ACK] Seq=200310 Ack=1071 Win=65535 Len=611 [TCP segment of a reassembled PDU]"
"1910" ,"02:24:05.420315","10.140.212.198","10.224.168.94" ,"TCP"     ,"1184"  ,"52522  >  3478 [PSH, ACK] Seq=200921 Ack=1071 Win=65535 Len=1130 [TCP segment of a reassembled PDU]"
"1911" ,"02:24:05.420315","10.140.212.198","10.224.168.94" ,"TCP"     ,"1000"  ,"52522  >  3478 [PSH, ACK] Seq=202051 Ack=1071 Win=65535 Len=946 [TCP segment of a reassembled PDU]"
"1912" ,"02:24:05.420357","10.140.212.198","10.224.168.94" ,"TCP"     ,"113"   ,"52522  >  3478 [PSH, ACK] Seq=202997 Ack=1071 Win=65535 Len=59 [TCP segment of a reassembled PDU]"
"1913" ,"02:24:05.421583","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=1071 Ack=202051 Win=65134 Len=0"
"1914" ,"02:24:05.421755","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=1071 Ack=203056 Win=65134 Len=0"
"1915" ,"02:24:05.421973","10.224.168.94" ,"10.140.212.198","TCP"     ,"665"   ,"3478  >  52519 [PSH, ACK] Seq=200426 Ack=639 Win=29200 Len=611 [TCP segment of a reassembled PDU]"
"1916" ,"02:24:05.422041","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=639 Ack=201037 Win=65535 Len=0"
"1917" ,"02:24:05.422192","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=201037 Ack=639 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"1918" ,"02:24:05.423323","10.224.168.94" ,"10.140.212.198","TCP"     ,"729"   ,"3478  >  52519 [PSH, ACK] Seq=202497 Ack=639 Win=29200 Len=675 [TCP segment of a reassembled PDU]"
"1919" ,"02:24:05.423390","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=639 Ack=203172 Win=65535 Len=0"
"1920" ,"02:24:05.438185","10.140.212.198","10.224.168.94" ,"TCP"     ,"513"   ,"52522  >  3478 [PSH, ACK] Seq=203056 Ack=1071 Win=65535 Len=459 [TCP segment of a reassembled PDU]"
"1921" ,"02:24:05.438243","10.140.212.198","10.224.168.94" ,"TCP"     ,"837"   ,"52522  >  3478 [PSH, ACK] Seq=203515 Ack=1071 Win=65535 Len=783 [TCP segment of a reassembled PDU]"
"1922" ,"02:24:05.438273","10.140.212.198","10.224.168.94" ,"TCP"     ,"693"   ,"52522  >  3478 [PSH, ACK] Seq=204298 Ack=1071 Win=65535 Len=639 [TCP segment of a reassembled PDU]"
"1923" ,"02:24:05.439414","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=1071 Ack=204298 Win=65134 Len=0"
"1924" ,"02:24:05.439535","10.224.168.94" ,"10.140.212.198","TCP"     ,"513"   ,"3478  >  52519 [PSH, ACK] Seq=203172 Ack=639 Win=29200 Len=459 [TCP segment of a reassembled PDU]"
"1925" ,"02:24:05.439669","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=639 Ack=203631 Win=65535 Len=0"
"1926" ,"02:24:05.440929","10.224.168.94" ,"10.140.212.198","STUN"    ,"1476"  ,"ChannelData TURN Message [TCP segment of a reassembled PDU]"
"1927" ,"02:24:05.441005","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=639 Ack=205053 Win=65535 Len=0"
"1928" ,"02:24:05.478585","10.140.212.198","10.224.168.94" ,"TCP"     ,"693"   ,"52522  >  3478 [PSH, ACK] Seq=204937 Ack=1071 Win=65535 Len=639 [TCP segment of a reassembled PDU]"
"1929" ,"02:24:05.478664","10.140.212.198","10.224.168.94" ,"TCP"     ,"659"   ,"52522  >  3478 [PSH, ACK] Seq=205576 Ack=1071 Win=65535 Len=605 [TCP segment of a reassembled PDU]"
"1930" ,"02:24:05.478709","10.140.212.198","10.224.168.94" ,"TCP"     ,"659"   ,"52522  >  3478 [PSH, ACK] Seq=206181 Ack=1071 Win=65535 Len=605 [TCP segment of a reassembled PDU]"
"1931" ,"02:24:05.478710","10.140.212.198","10.224.168.94" ,"TCP"     ,"932"   ,"52522  >  3478 [PSH, ACK] Seq=206786 Ack=1071 Win=65535 Len=878 [TCP segment of a reassembled PDU]"
"1932" ,"02:24:05.478717","10.140.212.198","10.224.168.94" ,"TCP"     ,"113"   ,"52522  >  3478 [PSH, ACK] Seq=207664 Ack=1071 Win=65535 Len=59 [TCP segment of a reassembled PDU]"
"1933" ,"02:24:05.479406","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=1071 Ack=204937 Win=65134 Len=0"
"1934" ,"02:24:05.479935","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=1071 Ack=206181 Win=65134 Len=0"
"1935" ,"02:24:05.479968","10.224.168.94" ,"10.140.212.198","TCP"     ,"693"   ,"3478  >  52519 [PSH, ACK] Seq=205053 Ack=639 Win=29200 Len=639 [TCP segment of a reassembled PDU]"
"1936" ,"02:24:05.480024","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=639 Ack=205692 Win=65535 Len=0"
"1937" ,"02:24:05.480137","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=1071 Ack=207664 Win=65134 Len=0"
"1938" ,"02:24:05.480483","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=1071 Ack=207723 Win=65134 Len=0"
"1939" ,"02:24:05.480837","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=205692 Ack=639 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"1940" ,"02:24:05.482372","10.224.168.94" ,"10.140.212.198","TCP"     ,"741"   ,"3478  >  52519 [PSH, ACK] Seq=207152 Ack=639 Win=29200 Len=687 [TCP segment of a reassembled PDU]"
"1941" ,"02:24:05.482462","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=639 Ack=207839 Win=65535 Len=0"
"1942" ,"02:24:05.519757","10.140.212.198","10.224.168.94" ,"TCP"     ,"988"   ,"52522  >  3478 [PSH, ACK] Seq=207723 Ack=1071 Win=65535 Len=934 [TCP segment of a reassembled PDU]"
"1943" ,"02:24:05.519809","10.140.212.198","10.224.168.94" ,"TCP"     ,"483"   ,"52522  >  3478 [PSH, ACK] Seq=208657 Ack=1071 Win=65535 Len=429 [TCP segment of a reassembled PDU]"
"1944" ,"02:24:05.521228","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=1071 Ack=209086 Win=65134 Len=0"
"1945" ,"02:24:05.521232","10.224.168.94" ,"10.140.212.198","TCP"     ,"988"   ,"3478  >  52519 [PSH, ACK] Seq=207839 Ack=639 Win=29200 Len=934 [TCP segment of a reassembled PDU]"
"1946" ,"02:24:05.521335","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=639 Ack=208773 Win=65535 Len=0"
"1947" ,"02:24:05.522488","10.224.168.94" ,"10.140.212.198","TCP"     ,"483"   ,"3478  >  52519 [PSH, ACK] Seq=208773 Ack=639 Win=29200 Len=429 [TCP segment of a reassembled PDU]"
"1948" ,"02:24:05.522545","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=639 Ack=209202 Win=65535 Len=0"
"1949" ,"02:24:05.561751","10.140.212.198","10.224.168.94" ,"TCP"     ,"176"   ,"52519  >  3478 [PSH, ACK] Seq=639 Ack=209202 Win=65535 Len=122 [TCP segment of a reassembled PDU]"
"1950" ,"02:24:05.563141","10.224.168.94" ,"10.140.212.198","TCP"     ,"120"   ,"3478  >  52519 [PSH, ACK] Seq=209202 Ack=761 Win=29200 Len=66 [TCP segment of a reassembled PDU]"
"1951" ,"02:24:05.563221","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=761 Ack=209268 Win=65535 Len=0"
"1952" ,"02:24:05.579299","10.140.212.198","10.224.168.94" ,"TCP"     ,"654"   ,"52522  >  3478 [PSH, ACK] Seq=209086 Ack=1071 Win=65535 Len=600 [TCP segment of a reassembled PDU]"
"1953" ,"02:24:05.579360","10.140.212.198","10.224.168.94" ,"TCP"     ,"654"   ,"52522  >  3478 [PSH, ACK] Seq=209686 Ack=1071 Win=65535 Len=600 [TCP segment of a reassembled PDU]"
"1954" ,"02:24:05.579360","10.140.212.198","10.224.168.94" ,"TCP"     ,"720"   ,"52522  >  3478 [PSH, ACK] Seq=210286 Ack=1071 Win=65535 Len=666 [TCP segment of a reassembled PDU]"
"1955" ,"02:24:05.579372","10.140.212.198","10.224.168.94" ,"TCP"     ,"719"   ,"52522  >  3478 [PSH, ACK] Seq=210952 Ack=1071 Win=65535 Len=665 [TCP segment of a reassembled PDU]"
"1956" ,"02:24:05.579388","10.140.212.198","10.224.168.94" ,"TCP"     ,"972"   ,"52522  >  3478 [PSH, ACK] Seq=211617 Ack=1071 Win=65535 Len=918 [TCP segment of a reassembled PDU]"
"1957" ,"02:24:05.579404","10.140.212.198","10.224.168.94" ,"TCP"     ,"972"   ,"52522  >  3478 [PSH, ACK] Seq=212535 Ack=1071 Win=65535 Len=918 [TCP segment of a reassembled PDU]"
"1958" ,"02:24:05.579444","10.140.212.198","10.224.168.94" ,"TCP"     ,"971"   ,"52522  >  3478 [PSH, ACK] Seq=213453 Ack=1071 Win=65535 Len=917 [TCP segment of a reassembled PDU]"
