"No."  ,"Time"           ,"Source"        ,"Destination"   ,"Protocol","Length","Info"
"1"    ,"02:24:03.084340","10.140.212.198","10.224.168.94" ,"TCP"     ,"822"   ,"52522  >  3478 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=768 [TCP segment of a reassembled PDU]"
"2"    ,"02:24:03.085819","10.224.168.94" ,"10.140.212.198","TCP"     ,"822"   ,"3478  >  52519 [PSH, ACK] Seq=1 Ack=1 Win=29200 Len=768 [TCP segment of a reassembled PDU]"
"3"    ,"02:24:03.085879","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=1 Ack=769 Win=65535 Len=0"
"4"    ,"02:24:03.121927","10.140.212.198","10.224.168.94" ,"TCP"     ,"974"   ,"52522  >  3478 [PSH, ACK] Seq=769 Ack=1 Win=65535 Len=920 [TCP segment of a reassembled PDU]"
"5"    ,"02:24:03.121985","10.140.212.198","10.224.168.94" ,"TCP"     ,"509"   ,"52522  >  3478 [PSH, ACK] Seq=1689 Ack=1 Win=65535 Len=455 [TCP segment of a reassembled PDU]"
"6"    ,"02:24:03.123357","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=1 Ack=1689 Win=65134 Len=0"
"7"    ,"02:24:03.123605","10.224.168.94" ,"10.140.212.198","TCP"     ,"974"   ,"3478  >  52519 [PSH, ACK] Seq=769 Ack=1 Win=29200 Len=920 [TCP segment of a reassembled PDU]"
"8"    ,"02:24:03.123668","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=1 Ack=1689 Win=65535 Len=0"
"9"    ,"02:24:03.124750","10.224.168.94" ,"10.140.212.198","TCP"     ,"509"   ,"3478  >  52519 [PSH, ACK] Seq=1689 Ack=1 Win=29200 Len=455 [TCP segment of a reassembled PDU]"
"10"   ,"02:24:03.124805","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=1 Ack=2144 Win=65535 Len=0"
"11"   ,"02:24:03.141576","10.140.212.198","10.224.168.94" ,"TCP"     ,"443"   ,"52522  >  3478 [PSH, ACK] Seq=2144 Ack=1 Win=65535 Len=389 [TCP segment of a reassembled PDU]"
"12"   ,"02:24:03.142775","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=1 Ack=2533 Win=65134 Len=0"
"13"   ,"02:24:03.143003","10.224.168.94" ,"10.140.212.198","TCP"     ,"443"   ,"3478  >  52519 [PSH, ACK] Seq=2144 Ack=1 Win=29200 Len=389 [TCP segment of a reassembled PDU]"
"14"   ,"02:24:03.143094","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=1 Ack=2533 Win=65535 Len=0"
"47"   ,"02:24:03.224195","10.140.212.198","10.224.168.94" ,"TCP"     ,"959"   ,"52522  >  3478 [PSH, ACK] Seq=2533 Ack=1 Win=65535 Len=905 [TCP segment of a reassembled PDU]"
"48"   ,"02:24:03.225752","10.224.168.94" ,"10.140.212.198","TCP"     ,"959"   ,"3478  >  52519 [PSH, ACK] Seq=2533 Ack=1 Win=29200 Len=905 [TCP segment of a reassembled PDU]"
"49"   ,"02:24:03.225830","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=1 Ack=3438 Win=65535 Len=0"
"50"   ,"02:24:03.242060","10.140.212.198","10.224.168.94" ,"TCP"     ,"274"   ,"52522  >  3478 [PSH, ACK] Seq=3438 Ack=1 Win=65535 Len=220 [TCP segment of a reassembled PDU]"
"51"   ,"02:24:03.243633","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=1 Ack=3658 Win=65134 Len=0"
"52"   ,"02:24:03.244779","10.224.168.94" ,"10.140.212.198","TCP"     ,"140"   ,"3478  >  52522 [PSH, ACK] Seq=1 Ack=3658 Win=65134 Len=86 [TCP segment of a reassembled PDU]"
"53"   ,"02:24:03.244782","10.224.168.94" ,"10.140.212.198","TCP"     ,"274"   ,"3478  >  52519 [PSH, ACK] Seq=3438 Ack=1 Win=29200 Len=220 [TCP segment of a reassembled PDU]"
"54"   ,"02:24:03.244866","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52522  >  3478 [ACK] Seq=3658 Ack=87 Win=65535 Len=0"
"55"   ,"02:24:03.244866","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=1 Ack=3658 Win=65535 Len=0"
"56"   ,"02:24:03.245165","10.140.212.198","10.224.168.94" ,"TCP"     ,"84"    ,"52519  >  3478 [PSH, ACK] Seq=1 Ack=3658 Win=65535 Len=30 [TCP segment of a reassembled PDU]"
"57"   ,"02:24:03.281805","10.140.212.198","10.224.168.94" ,"TCP"     ,"884"   ,"52522  >  3478 [PSH, ACK] Seq=3658 Ack=87 Win=65535 Len=830 [TCP segment of a reassembled PDU]"
"58"   ,"02:24:03.281875","10.140.212.198","10.224.168.94" ,"TCP"     ,"478"   ,"52522  >  3478 [PSH, ACK] Seq=4488 Ack=87 Win=65535 Len=424 [TCP segment of a reassembled PDU]"
"59"   ,"02:24:03.284393","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=87 Ack=4912 Win=65134 Len=0"
"60"   ,"02:24:03.284957","10.224.168.94" ,"10.140.212.198","TCP"     ,"884"   ,"3478  >  52519 [PSH, ACK] Seq=3658 Ack=31 Win=29200 Len=830 [TCP segment of a reassembled PDU]"
"61"   ,"02:24:03.285106","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=31 Ack=4488 Win=65535 Len=0"
"62"   ,"02:24:03.286740","10.224.168.94" ,"10.140.212.198","TCP"     ,"478"   ,"3478  >  52519 [PSH, ACK] Seq=4488 Ack=31 Win=29200 Len=424 [TCP segment of a reassembled PDU]"
"63"   ,"02:24:03.286909","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=31 Ack=4912 Win=65535 Len=0"
"79"   ,"02:24:03.321900","10.140.212.198","10.224.168.94" ,"TCP"     ,"255"   ,"52522  >  3478 [PSH, ACK] Seq=4912 Ack=87 Win=65535 Len=201 [TCP segment of a reassembled PDU]"
"80"   ,"02:24:03.323475","10.224.168.94" ,"10.140.212.198","TCP"     ,"255"   ,"3478  >  52519 [PSH, ACK] Seq=4912 Ack=31 Win=29200 Len=201 [TCP segment of a reassembled PDU]"
"81"   ,"02:24:03.323586","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=31 Ack=5113 Win=65535 Len=0"
"85"   ,"02:24:03.358835","10.140.212.198","10.224.168.94" ,"TCP"     ,"247"   ,"52522  >  3478 [PSH, ACK] Seq=5113 Ack=87 Win=65535 Len=193 [TCP segment of a reassembled PDU]"
"86"   ,"02:24:03.360068","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=87 Ack=5306 Win=65134 Len=0"
"87"   ,"02:24:03.360228","10.224.168.94" ,"10.140.212.198","TCP"     ,"247"   ,"3478  >  52519 [PSH, ACK] Seq=5113 Ack=31 Win=29200 Len=193 [TCP segment of a reassembled PDU]"
"88"   ,"02:24:03.360302","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=31 Ack=5306 Win=65535 Len=0"
"89"   ,"02:24:03.378214","10.140.212.198","10.224.168.94" ,"TCP"     ,"255"   ,"52522  >  3478 [PSH, ACK] Seq=5306 Ack=87 Win=65535 Len=201 [TCP segment of a reassembled PDU]"
"90"   ,"02:24:03.379576","10.224.168.94" ,"10.140.212.198","TCP"     ,"255"   ,"3478  >  52519 [PSH, ACK] Seq=5306 Ack=31 Win=29200 Len=201 [TCP segment of a reassembled PDU]"
"91"   ,"02:24:03.379682","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=31 Ack=5507 Win=65535 Len=0"
"123"  ,"02:24:03.418159","10.140.212.198","10.224.168.94" ,"TCP"     ,"247"   ,"52522  >  3478 [PSH, ACK] Seq=5507 Ack=87 Win=65535 Len=193 [TCP segment of a reassembled PDU]"
"124"  ,"02:24:03.419177","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=87 Ack=5507 Win=65134 Len=0"
"125"  ,"02:24:03.419181","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=87 Ack=5700 Win=65134 Len=0"
"126"  ,"02:24:03.419313","10.224.168.94" ,"10.140.212.198","TCP"     ,"247"   ,"3478  >  52519 [PSH, ACK] Seq=5507 Ack=31 Win=29200 Len=193 [TCP segment of a reassembled PDU]"
"127"  ,"02:24:03.419364","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=31 Ack=5700 Win=65535 Len=0"
"128"  ,"02:24:03.438277","10.140.212.198","10.224.168.94" ,"TCP"     ,"255"   ,"52522  >  3478 [PSH, ACK] Seq=5700 Ack=87 Win=65535 Len=201 [TCP segment of a reassembled PDU]"
"129"  ,"02:24:03.439606","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=87 Ack=5901 Win=65134 Len=0"
"130"  ,"02:24:03.439630","10.224.168.94" ,"10.140.212.198","TCP"     ,"255"   ,"3478  >  52519 [PSH, ACK] Seq=5700 Ack=31 Win=29200 Len=201 [TCP segment of a reassembled PDU]"
"131"  ,"02:24:03.439792","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=31 Ack=5901 Win=65535 Len=0"
"132"  ,"02:24:03.478867","10.140.212.198","10.224.168.94" ,"TCP"     ,"247"   ,"52522  >  3478 [PSH, ACK] Seq=5901 Ack=87 Win=65535 Len=193 [TCP segment of a reassembled PDU]"
"133"  ,"02:24:03.480541","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=87 Ack=6094 Win=65134 Len=0"
"134"  ,"02:24:03.480548","10.224.168.94" ,"10.140.212.198","TCP"     ,"247"   ,"3478  >  52519 [PSH, ACK] Seq=5901 Ack=31 Win=29200 Len=193 [TCP segment of a reassembled PDU]"
"135"  ,"02:24:03.480677","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=31 Ack=6094 Win=65535 Len=0"
"138"  ,"02:24:03.519229","10.140.212.198","10.224.168.94" ,"TCP"     ,"255"   ,"52522  >  3478 [PSH, ACK] Seq=6094 Ack=87 Win=65535 Len=201 [TCP segment of a reassembled PDU]"
"139"  ,"02:24:03.520671","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=87 Ack=6295 Win=65134 Len=0"
"140"  ,"02:24:03.520849","10.224.168.94" ,"10.140.212.198","TCP"     ,"140"   ,"3478  >  52522 [PSH, ACK] Seq=87 Ack=6295 Win=65134 Len=86 [TCP segment of a reassembled PDU]"
"141"  ,"02:24:03.520852","10.224.168.94" ,"10.140.212.198","TCP"     ,"255"   ,"3478  >  52519 [PSH, ACK] Seq=6094 Ack=31 Win=29200 Len=201 [TCP segment of a reassembled PDU]"
"142"  ,"02:24:03.520950","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52522  >  3478 [ACK] Seq=6295 Ack=173 Win=65535 Len=0"
"143"  ,"02:24:03.520950","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=31 Ack=6295 Win=65535 Len=0"
"144"  ,"02:24:03.521229","10.140.212.198","10.224.168.94" ,"TCP"     ,"84"    ,"52519  >  3478 [PSH, ACK] Seq=31 Ack=6295 Win=65535 Len=30 [TCP segment of a reassembled PDU]"
"145"  ,"02:24:03.538810","10.140.212.198","10.224.168.94" ,"TCP"     ,"247"   ,"52522  >  3478 [PSH, ACK] Seq=6295 Ack=173 Win=65535 Len=193 [TCP segment of a reassembled PDU]"
"146"  ,"02:24:03.540352","10.224.168.94" ,"10.140.212.198","TCP"     ,"247"   ,"3478  >  52519 [PSH, ACK] Seq=6295 Ack=61 Win=29200 Len=193 [TCP segment of a reassembled PDU]"
"147"  ,"02:24:03.540415","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=61 Ack=6488 Win=65535 Len=0"
"151"  ,"02:24:03.563092","10.140.212.198","10.224.168.94" ,"TCP"     ,"176"   ,"52519  >  3478 [PSH, ACK] Seq=61 Ack=6488 Win=65535 Len=122 [TCP segment of a reassembled PDU]"
"172"  ,"02:24:03.564363","10.224.168.94" ,"10.140.212.198","TCP"     ,"120"   ,"3478  >  52519 [PSH, ACK] Seq=6488 Ack=183 Win=29200 Len=66 [TCP segment of a reassembled PDU]"
"179"  ,"02:24:03.564457","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=183 Ack=6554 Win=65535 Len=0"
"180"  ,"02:24:03.579435","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=173 Ack=6488 Win=65134 Len=0"
"181"  ,"02:24:03.579455","10.140.212.198","10.224.168.94" ,"TCP"     ,"255"   ,"52522  >  3478 [PSH, ACK] Seq=6488 Ack=173 Win=65535 Len=201 [TCP segment of a reassembled PDU]"
"188"  ,"02:24:03.580943","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=173 Ack=6689 Win=65134 Len=0"
"195"  ,"02:24:03.581853","10.224.168.94" ,"10.140.212.198","TCP"     ,"255"   ,"3478  >  52519 [PSH, ACK] Seq=6554 Ack=183 Win=29200 Len=201 [TCP segment of a reassembled PDU]"
"202"  ,"02:24:03.581913","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=183 Ack=6755 Win=65535 Len=0"
"579"  ,"02:24:03.604088","10.140.212.198","10.224.168.94" ,"TCP"     ,"176"   ,"52522  >  3478 [PSH, ACK] Seq=6689 Ack=173 Win=65535 Len=122 [TCP segment of a reassembled PDU]"
"600"  ,"02:24:03.605899","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=173 Ack=6811 Win=65134 Len=0"
"606"  ,"02:24:03.606923","10.224.168.94" ,"10.140.212.198","TCP"     ,"120"   ,"3478  >  52522 [PSH, ACK] Seq=173 Ack=6811 Win=65134 Len=66 [TCP segment of a reassembled PDU]"
"615"  ,"02:24:03.607020","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52522  >  3478 [ACK] Seq=6811 Ack=239 Win=65535 Len=0"
"769"  ,"02:24:03.619399","10.140.212.198","10.224.168.94" ,"TCP"     ,"247"   ,"52522  >  3478 [PSH, ACK] Seq=6811 Ack=239 Win=65535 Len=193 [TCP segment of a reassembled PDU]"
"851"  ,"02:24:03.623534","10.224.168.94" ,"10.140.212.198","TCP"     ,"247"   ,"3478  >  52519 [PSH, ACK] Seq=6755 Ack=183 Win=29200 Len=193 [TCP segment of a reassembled PDU]"
"855"  ,"02:24:03.623697","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=183 Ack=6948 Win=65535 Len=0"
"856"  ,"02:24:03.630153","10.224.168.94" ,"10.140.212.198","TCP"     ,"136"   ,"3478  >  52522 [PSH, ACK] Seq=239 Ack=7004 Win=65134 Len=82 [TCP segment of a reassembled PDU]"
"857"  ,"02:24:03.630253","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52522  >  3478 [ACK] Seq=7004 Ack=321 Win=65535 Len=0"
"858"  ,"02:24:03.662264","10.140.212.198","10.224.168.94" ,"TCP"     ,"255"   ,"52522  >  3478 [PSH, ACK] Seq=7004 Ack=321 Win=65535 Len=201 [TCP segment of a reassembled PDU]"
"859"  ,"02:24:03.663890","10.224.168.94" ,"10.140.212.198","TCP"     ,"255"   ,"3478  >  52519 [PSH, ACK] Seq=6948 Ack=183 Win=29200 Len=201 [TCP segment of a reassembled PDU]"
"860"  ,"02:24:03.663930","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=183 Ack=7149 Win=65535 Len=0"
"861"  ,"02:24:03.679378","10.140.212.198","10.224.168.94" ,"TCP"     ,"247"   ,"52522  >  3478 [PSH, ACK] Seq=7205 Ack=321 Win=65535 Len=193 [TCP segment of a reassembled PDU]"
"862"  ,"02:24:03.680696","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=321 Ack=7398 Win=65134 Len=0"
"863"  ,"02:24:03.680699","10.224.168.94" ,"10.140.212.198","TCP"     ,"247"   ,"3478  >  52519 [PSH, ACK] Seq=7149 Ack=183 Win=29200 Len=193 [TCP segment of a reassembled PDU]"
"864"  ,"02:24:03.680757","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=183 Ack=7342 Win=65535 Len=0"
"867"  ,"02:24:03.720333","10.140.212.198","10.224.168.94" ,"TCP"     ,"255"   ,"52522  >  3478 [PSH, ACK] Seq=7398 Ack=321 Win=65535 Len=201 [TCP segment of a reassembled PDU]"
"868"  ,"02:24:03.721730","10.224.168.94" ,"10.140.212.198","TCP"     ,"255"   ,"3478  >  52519 [PSH, ACK] Seq=7342 Ack=183 Win=29200 Len=201 [TCP segment of a reassembled PDU]"
"869"  ,"02:24:03.721768","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=183 Ack=7543 Win=65535 Len=0"
"870"  ,"02:24:03.738098","10.140.212.198","10.224.168.94" ,"TCP"     ,"247"   ,"52522  >  3478 [PSH, ACK] Seq=7599 Ack=321 Win=65535 Len=193 [TCP segment of a reassembled PDU]"
"871"  ,"02:24:03.739578","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=321 Ack=7792 Win=65134 Len=0"
"872"  ,"02:24:03.740010","10.224.168.94" ,"10.140.212.198","TCP"     ,"247"   ,"3478  >  52519 [PSH, ACK] Seq=7543 Ack=183 Win=29200 Len=193 [TCP segment of a reassembled PDU]"
"873"  ,"02:24:03.740061","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=183 Ack=7736 Win=65535 Len=0"
"902"  ,"02:24:03.767123","10.140.212.198","10.224.168.94" ,"TCP"     ,"136"   ,"52522  >  3478 [PSH, ACK] Seq=7792 Ack=321 Win=65535 Len=82 [TCP segment of a reassembled PDU]"
"903"  ,"02:24:03.767125","10.140.212.198","10.224.168.94" ,"TCP"     ,"116"   ,"52519  >  3478 [PSH, ACK] Seq=183 Ack=7736 Win=65535 Len=62 [TCP segment of a reassembled PDU]"
"904"  ,"02:24:03.769050","10.224.168.94" ,"10.140.212.198","TCP"     ,"140"   ,"3478  >  52519 [PSH, ACK] Seq=7736 Ack=245 Win=29200 Len=86 [TCP segment of a reassembled PDU]"
"905"  ,"02:24:03.769145","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=245 Ack=7822 Win=65535 Len=0"
"906"  ,"02:24:03.770504","10.224.168.94" ,"10.140.212.198","TCP"     ,"164"   ,"3478  >  52519 [PSH, ACK] Seq=7822 Ack=245 Win=29200 Len=110 [TCP segment of a reassembled PDU]"
"907"  ,"02:24:03.770556","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=245 Ack=7932 Win=65535 Len=0"
"908"  ,"02:24:03.779534","10.140.212.198","10.224.168.94" ,"TCP"     ,"255"   ,"52522  >  3478 [PSH, ACK] Seq=7874 Ack=321 Win=65535 Len=201 [TCP segment of a reassembled PDU]"
"909"  ,"02:24:03.780818","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=321 Ack=8075 Win=65134 Len=0"
"910"  ,"02:24:03.780823","10.224.168.94" ,"10.140.212.198","TCP"     ,"140"   ,"3478  >  52522 [PSH, ACK] Seq=321 Ack=8075 Win=65134 Len=86 [TCP segment of a reassembled PDU]"
"911"  ,"02:24:03.780891","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52522  >  3478 [ACK] Seq=8075 Ack=407 Win=65535 Len=0"
"912"  ,"02:24:03.781228","10.224.168.94" ,"10.140.212.198","TCP"     ,"255"   ,"3478  >  52519 [PSH, ACK] Seq=7932 Ack=245 Win=29200 Len=201 [TCP segment of a reassembled PDU]"
"913"  ,"02:24:03.781276","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=245 Ack=8133 Win=65535 Len=0"
"914"  ,"02:24:03.781510","10.140.212.198","10.224.168.94" ,"TCP"     ,"84"    ,"52519  >  3478 [PSH, ACK] Seq=245 Ack=8133 Win=65535 Len=30 [TCP segment of a reassembled PDU]"
"915"  ,"02:24:03.820129","10.140.212.198","10.224.168.94" ,"TCP"     ,"247"   ,"52522  >  3478 [PSH, ACK] Seq=8075 Ack=407 Win=65535 Len=193 [TCP segment of a reassembled PDU]"
"916"  ,"02:24:03.821449","10.224.168.94" ,"10.140.212.198","TCP"     ,"247"   ,"3478  >  52519 [PSH, ACK] Seq=8133 Ack=275 Win=29200 Len=193 [TCP segment of a reassembled PDU]"
"917"  ,"02:24:03.821524","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=275 Ack=8326 Win=65535 Len=0"
"929"  ,"02:24:03.838220","10.140.212.198","10.224.168.94" ,"TCP"     ,"255"   ,"52522  >  3478 [PSH, ACK] Seq=8268 Ack=407 Win=65535 Len=201 [TCP segment of a reassembled PDU]"
"930"  ,"02:24:03.839494","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=407 Ack=8469 Win=65134 Len=0"
"931"  ,"02:24:03.839694","10.224.168.94" ,"10.140.212.198","TCP"     ,"255"   ,"3478  >  52519 [PSH, ACK] Seq=8326 Ack=275 Win=29200 Len=201 [TCP segment of a reassembled PDU]"
"932"  ,"02:24:03.839736","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=275 Ack=8527 Win=65535 Len=0"
"964"  ,"02:24:03.978188","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=8469 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
"965"  ,"02:24:03.978256","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=9555 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
"966"  ,"02:24:03.978295","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=10641 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
"967"  ,"02:24:03.978315","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=11727 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
"968"  ,"02:24:03.978337","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=12813 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
"969"  ,"02:24:03.978406","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=13899 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
"970"  ,"02:24:03.978426","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=14985 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
"971"  ,"02:24:03.979912","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=407 Ack=10641 Win=65134 Len=0"
"972"  ,"02:24:03.980200","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=407 Ack=12813 Win=65134 Len=0"
"973"  ,"02:24:03.980202","10.224.168.94" ,"10.140.212.198","TCP"     ,"54"    ,"3478  >  52522 [ACK] Seq=407 Ack=14985 Win=65134 Len=0"
"974"  ,"02:24:03.980544","10.224.168.94" ,"10.140.212.198","TCP"     ,"1140"  ,"3478  >  52519 [PSH, ACK] Seq=8527 Ack=275 Win=29200 Len=1086 [TCP segment of a reassembled PDU]"
"975"  ,"02:24:03.980592","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=275 Ack=9613 Win=65535 Len=0"
"976"  ,"02:24:03.981214","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=9613 Ack=275 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"977"  ,"02:24:03.981218","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=11073 Ack=275 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"978"  ,"02:24:03.981269","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=275 Ack=12533 Win=65535 Len=0"
"979"  ,"02:24:03.981405","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=12533 Ack=275 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"980"  ,"02:24:03.981409","10.224.168.94" ,"10.140.212.198","TCP"     ,"1514"  ,"3478  >  52519 [ACK] Seq=13993 Ack=275 Win=29200 Len=1460 [TCP segment of a reassembled PDU]"
"981"  ,"02:24:03.981449","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=275 Ack=15453 Win=65535 Len=0"
"982"  ,"02:24:03.982040","10.224.168.94" ,"10.140.212.198","TCP"     ,"730"   ,"3478  >  52519 [PSH, ACK] Seq=15453 Ack=275 Win=29200 Len=676 [TCP segment of a reassembled PDU]"
"983"  ,"02:24:03.982077","10.140.212.198","10.224.168.94" ,"TCP"     ,"54"    ,"52519  >  3478 [ACK] Seq=275 Ack=16129 Win=65535 Len=0"
"984"  ,"02:24:04.001800","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=16071 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
"985"  ,"02:24:04.001866","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=17157 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
"986"  ,"02:24:04.001877","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=18243 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
"987"  ,"02:24:04.001903","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=19329 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
"988"  ,"02:24:04.001923","10.140.212.198","10.224.168.94" ,"TCP"     ,"1140"  ,"52522  >  3478 [PSH, ACK] Seq=20415 Ack=407 Win=65535 Len=1086 [TCP segment of a reassembled PDU]"
